"Code","1","2","3","4","5","6","7","8","9","10"
"OPT",850.278688072852,4612.51505470009,10527.4041371034,17106.7535097075,23323.0178468641,28684.5932230865,33058.0875171825,36499.1547845638,39141.8922636359,41138.1022846114
"PIN",1020099.63984069,1174454.31646832,1182514.40468342,1182916.63705809,1182936.66537104,1182937.66252783,1182937.71217336,1182937.71464506,1182937.71476812,1182937.71477425
"PLA",733.453540748708,3438.33804174885,6702.35391885577,9454.7021019082,11439.0218842568,12760.3467951463,13602.8244621575,14126.8971840175,14448.2585490274,14643.658604189
"POL",7254.73883214993,29743.0306742552,54716.0456001837,74915.5157396483,89152.6728992718,98512.024011933,104435.195100071,108103.612538876,110347.224207852,111709.304948001
"POR",670327.500606398,751532.678006148,754813.400084993,754941.054464061,754946.014361218,754946.207062756,754946.214549565,754946.214840441,754946.214851742,754946.214852181
"PSH",2066718.45166481,2211418.69928287,2215129.0560348,2215222.04388654,2215224.37299026,2215224.43132741,2215224.43278858,2215224.43282518,2215224.4328261,2215224.43282612
"RED",212.443685909428,616.946526267475,989.37486205781,1255.65575502144,1425.82805055417,1528.65252732723,1588.96816870653,1623.78153341816,1643.69624989805,1655.03143688086
"REP",1222582.38862522,1226773.84537805,1226778.33595382,1226778.34075921,1226778.34076435,1226778.34076436,1226778.34076436,1226778.34076436,1226778.34076436,1226778.34076436
"RHK",1481.40581253676,5684.004738725,9927.64347210715,13067.6526275519,15105.9831228704,16347.3664648169,17078.6003356647,17501.6234711091,17743.9171505378,17881.9251097363
"RWH",431057346.662468,431074167.554902,431074167.7737,431074167.773702,431074167.773702,431074167.773702,431074167.773702,431074167.773702,431074167.773702,431074167.773702
"SAL",14714.2643935369,54668.1482896355,93166.0878027558,120437.222691471,137444.603515167,147424.565154542,153101.492842208,156278.098074139,158039.983430125,159012.530473173
"SB",3895.69846782229,5261.90255705217,5422.14478577972,5439.22125386895,5441.02318614666,5441.21313159143,5441.23315195154,5441.23526208483,5441.23548449128,5441.23550793274
"SCU",616.155743690073,2647.76468567561,4970.87892772494,6877.63027276354,8232.28075348519,9126.83521438492,9694.4484215118,10046.5328036211,10262.06558479,10392.9854795916
"SDF",9007.44067507617,31712.9842291198,65888.4284423202,106492.069650736,148976.398417049,190107.831646088,227940.366043174,261522.801735788,290580.498670172,315254.274105369
"SHK",64.3533560939792,352.315089558239,868.408500578622,1550.68984667558,2328.32979892654,3141.06718280882,3944.14718496192,4707.52939507317,5413.16199157762,6051.95908477394
"SK",45716.2542242519,106447.337169285,142429.832991819,159411.372472945,166802.144004938,169918.88884801,171216.631103264,171754.179229321,171976.3658385,172068.122134721
"SMO",14085.0642594143,34745.5236057704,51546.9568677308,62548.7801182224,69100.533181807,72825.938914278,74894.6854170649,76029.2749484352,76647.425043399,76983.0133132603
"SSH",70511.0306953757,156885.438117328,219276.523336528,256099.651224968,276053.632909221,286447.345019934,291759.005203933,294448.157001445,295803.271985597,296484.553390713
"STB",11257.4957374076,21071.9253303485,29348.2202226952,35440.3067274686,39620.9215893975,42379.5847540321,44158.784427893,45290.6735807437,46004.7890309452,46453.0342110651
"SUF",6262.74564381922,22669.6414970406,37609.4383676617,47591.7859383484,53477.7026192907,56752.8110708053,58523.8343638459,59467.7067234276,59966.9885024022,60230.0662542063
"SWH",1912508.09554769,1917744.812838,1917749.59246319,1917749.59682164,1917749.59682562,1917749.59682562,1917749.59682562,1917749.59682562,1917749.59682562,1917749.59682562
"TAU",652.358103448708,3441.48857814804,7830.36308788462,12786.2190657606,17567.8026584929,21790.4217614001,25320.8760964802,28168.8105630769,30410.9910014096,32146.6313554417
"TUN",157102.63400162,239961.457405224,261714.943658447,266740.50501673,267870.509236254,268123.079037754,268179.456487524,268192.037067955,268194.844228206,268195.470592977
"TWH",113671927.194036,113983176.985838,113983461.067881,113983461.32693,113983461.327167,113983461.327167,113983461.327167,113983461.327167,113983461.327167,113983461.327167
"TYL",3281.52943282579,18331.0929317948,40206.3109281465,62266.3030809681,81125.751012117,95881.9741474305,106842.78577216,114726.942283579,120282.966220832,124146.425861504
"WHK",160.307662058662,1038.82461065077,2929.91624589253,5886.68259982433,9832.04490044042,14623.1230520361,20090.3420912679,26060.9192415149,32372.3715904507,38879.6195046502
"WIF",4906.45810920517,13024.7502711238,17793.8635152648,19956.3919403665,20855.6243283661,21217.7204104534,21361.7318580057,21418.7308965201,21441.2479433882,21450.1364675437
"WOL",390.644339223943,2402.5549640769,6478.4345496334,12493.06251497,20084.2886587045,28819.3339537867,38278.9255972018,48096.2710765056,57971.060795101,67670.0969924544
"WPF",577.525356811443,2053.84187941247,3438.53184431198,4407.16348588878,5007.41850490835,5358.47629509483,5557.81258802853,5669.24597158004,5731.01919660173,5765.10768925615
"WSK",16321.7371460008,63352.2506361568,109901.341420929,143292.225764732,164248.654835373,176586.997708176,183618.010896286,187556.128679825,189741.536685167,190948.21344183
"WTF",287.125493470871,1520.53637685311,3471.44073325379,5685.49134392116,7831.9974900212,9736.29536046717,11335.4165483852,12630.7784457006,13654.6918114565,14450.3272903467
"YTF",142.31883876458,651.821425385944,1361.00294712954,2090.39621239524,2741.85566766913,3279.97138762199,3703.86838209986,4027.78435137437,4270.35138344801,4449.52392197923
