MAK	HER	WHK	BLF	WPF	SUF	WIF	WTF	FOU	HAL	PLA	FLA	BFT	TUN	BIL	MPF	BUT	BPF	ANC	GOO	MEN	FDE	COD	SHK	OHK	POL	RHK	BSB	SCU	TYL	RED	OPT	SAL	DRM	STB	TAU	WOL	SDF	FDF	HAD	YTF	DOG	SMO	SSH	DSH	BLS	POR	PSH	WSK	LSK	SK	SB	PIN	REP	RWH	BWH	SWH	TWH	INV	LSQ	ISQ	SCA	QHG	CLA	BFF	BG	LOB	RCB	BMS	NSH	OSH	ZL	BD	MA	MB	SG	BC	ZG	PL	DF	PS	ZM	ZS	PB	BB	BO	DL	DR	DC	DLsed	DRsed	DCsed
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-04	1.00E-04	0	0	0	0	0	0.075	0.075	0.2	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0.05	0	0	0.05	0	0
pPREY2HER2	xx																																																																																										
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0	0.05	0	0	0.05	0	0
pPREY1WHK1	xx																																																																																										
0.06	0.04	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0.1	0.03	0.2	0.2	0	0.03	0.03	0.135	0.0625	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0	0	0	0	0	0.15	0.15	0.05	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.005	0.045	0	0	0	0.1	0.08	0.08	0.0493747	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1WHK2	xx																																																																																										
0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.03	0.2	0.2	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.045	0	0	0	0.1052546	0.08	0.09	0.0493747	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2WHK1	xx																																																																																										
0.08	0.25	0	0	0	0	0	0	0	0	0	0.275	0	0	0	0.2	0.03	0.03	0.03	0	0.065	0.065	0.135	0.0335	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0	0	0	0	0	0.08	0.08	0.2	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.004	0.045	0	0	0	0.1	0.08	0.08	0.2965613	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2WHK2	xx																																																																																										
0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0.03	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.045	0	0	0	0.1052546	0.08	0.09	0.2965613	0.09	0.06	0.06	0.03	0.03	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BLF1	xx																																																																																										
0.0675	0.03	0.0375	0.06	0.26	0.26	0.0525	0.26	0.26	0	0.26	0.045	0	0	0	0.1	0.3	0.04	0.04	0	0.25	0.06	0	0.1512988	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.0675	0	0.2	0.2	0.2	0	0.2	0.2	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.03	0	0	0	0.03	0.075	0.02	0	0.052	0.15	0.15	0.1	0.0375	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BLF2	xx																																																																																										
0.0675	0.03	0.0375	0.06	0.09	0.09	0.09	0.09	0.09	0	0.09	0.09	0	0	0	0.1	0.3	0.04	0.04	0	0.03	0.06	0	0.202666	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.0675	0	0.2	0.2	0.2	0	0.2	0.2	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.03	0	0	0	0.03	0.075	0.02	0	0.052	0.15	0.15	0.1	0.0375	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BLF1	xx																																																																																										
0.0675	0.03	0.0375	0.06	0.26	0.26	0.0525	0.26	0.26	0	0.26	0.045	0	0	0	0.15	0.3	0.03	0.03	0	0.15	0.06	0	0.0375	0.1	0.1	0.15	0.15	0.1	0.1	0.15	0.0675	0	0.1	0.1	0.1	0	0.1	0.1	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.02	0	0	0	0.03	0.075	0.02	0	0.07	0.15	0.15	0.1	0.0375	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BLF2	xx																																																																																										
0.0675	0.03	0.0375	0.06	0.08	0.08	0.08	0.08	0.08	0	0.08	0.08	0	0	0	0.15	0.3	0.03	0.03	0	0.035	0.06	0	0.2425	0.1	0.1	0.15	0.15	0.1	0.1	0.15	0.0675	0	0.1	0.1	0.1	0	0.1	0.1	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.15	0.02	0	0	0	0.03	0.075	0.02	0	0.07	0.15	0.15	0.1	0.0375	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1WPF1	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.2	0.1666667	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2666667	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03333333	0.01	0.01	0	0	0	0.03333333	0.1	0.05	0.2099902	0.3	0.03333333	0.03333333	0.03	0.1	0	0	0	0.05	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY1WPF2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.2	0.1666667	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03333333	0.01	0.01	0	0	0	0.03333333	0.06666667	0	0	0.3	0.03333333	0.03333333	0.03	0.1	0	0	0	0.05	0.1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY2WPF1	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.06	0.1666667	0.12	0.12	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2666667	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03333333	0.01	0.01	0	0	0	0.03333333	0.1	0.05	0.3099902	0.3099902	0.03333333	0.03333333	0.03	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2WPF2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.06	0.1666667	0.15	0.15	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2666667	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03333333	0.01	0.01	0	0	0	0.03333333	0.06666667	0	0	0.3099902	0.03333333	0.03333333	0.03	0.1	0	0	0	0.05	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1SUF1	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.042	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.05	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0
pPREY1SUF2	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.05	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0
pPREY2SUF1	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.06	0.3	0.12	0.12	0	0.09	0.09	0	0	0	0	0	0	0.18	0	0	0	0	0.075	0	0	0	0	0.075	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2SUF2	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.06	0.3	0.15	0.15	0	0.09	0.09	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.08	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1WIF1	xx																																																																																										
0.085	0.08	0	0	0	0	0	0	0	0	0	0.1299239	0	0	0	0.2	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0.1	0	0	0	0	0.1	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.01	0.01	0	0	0	0.01	0.03	0.05	0.2099902	0.2099902	0.18	0.18	0.03	0.054	0	0	0	0.05	0.036	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY1WIF2	xx																																																																																										
0.085	0.08	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0.2	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.01	0.03	0	0.2099902	0.2099902	0.18	0.18	0.03	0.054	0	0	0	0.05	0.036	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY2WIF1	xx																																																																																										
0.05	0.08	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.06	0.3	0.12	0.12	0	0.09	0.09	0	0	0	0	0	0	0.075	0	0	0	0	0.075	0	0	0	0.075	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.01	0.01	0	0	0	0.01	0.03	0.05	0.3099902	0.3099902	0.18	0.18	0.03	0.054	0	0	0	0.1	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2WIF2	xx																																																																																										
0.05	0.08	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.06	0.3	0.15	0.15	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.01	0.03	0	0	0.3099902	0.18	0.18	0.03	0.054	0	0	0	0.05	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1WTF1	xx																																																																																										
0	0.08	0.07	0.0525	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0	0	0	0.2	0.1875	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0.1	0.1	0.2	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.01	0.01	0	0	0	0.0375	0.03375	0.05	0.2099902	0.3	0.03	0.03375	0.0375	0.0375	0	0	0	0.05	0.15	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY1WTF2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1875	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0.125	0	0	0	0	0	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0	0.0375	0.01	0.01	0	0	0	0.0375	0.03375	0.04	0.2099902	0.3	0.03	0.03375	0.0375	0.0375	0	0	0	0.05	0.15	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY2WTF1	xx																																																																																										
0.05	0.08	0.17	0.15	0.05	0.05	0.05	0.05	0.05	0	0.05	0.05	0	0	0	0.06	0.1875	0.12	0.12	0	0.09	0.09	0.01	0.1285	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0.075	0	0.075	0.075	0.075	0	0.075	0.075	0.2	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.01	0.01	0	0	0	0.0375	0.03375	0.05	0.3099902	0.3099902	0.03	0.03375	0.0375	0.0375	0	0	0	0.1	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2WTF2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.1875	0.15	0.15	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0.8	0	0	0	0	0	0	0	0.08	0.08	0.08	0	0	0	0	0	0	0	0.0375	0.01	0.01	0	0	0	0.0375	0.03375	0.04	0.3099902	0.3099902	0.03	0.03375	0.0375	0.0375	0	0	0	0.05	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1FOU1	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.042	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.05	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0
pPREY1FOU2	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.05	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0
pPREY2FOU1	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.06	0.3	0.12	0.12	0	0.09	0.09	0	0	0	0	0	0	0.18	0	0	0	0	0.075	0	0	0	0	0.075	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2FOU2	xx																																																																																										
0	0.054	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0.06	0.3	0.15	0.15	0	0.09	0.09	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.08	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0	0.03	0.12	0	0.05	0.05	0.18	0.06	0.1	0.048	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1HAL1	xx																																																																																										
0.085	0.036	0.07	0.0525	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0	0	0	0.2	0.3	0.05	0.05	0	0.05	0.05	0.054	0.08	0.1	0.1	0.048	0.1	0.1	0.1	0.1	0.18	0.1	0.1	0.1	0.1	0.1	0.1	0.036	0.042	0.125	0.08	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0.06	0.01	0.06	3.00E-06	0.01	0.01	0.036	0.1	0.05	0.2099902	0.2099902	0.042	0.18	0.054	0.06	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1HAL2	xx																																																																																										
0.085	0.036	0.07	0.05	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0	0	0	0.2	0.3	0.05	0.05	0	0.05	0.05	0.054	0.0925	0.03	0.03	0.048	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.036	0.042	0.125	0.01	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0.06	0.01	0.06	3.00E-06	0.01	0.01	0.036	0.03	0.04	0.2099902	0.2099902	0.042	0.18	0.054	0.06	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2HAL1	xx																																																																																										
0.18	0.036	0.17	0.15	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0	0.06	0.3	0.12	0.12	0.03	0.09	0.09	0.054	0.1285	0.075	0.075	0.048	0.075	0.075	0.075	0.075	0.18	0.075	0.075	0.075	0.075	0.075	0.075	0.036	0.042	0.8	0.003	0	0	0	0	0	0	0.1	0.1	0.06	0	0	0	0	0	0	0	0.06	0.01	0.06	3.00E-06	0.01	0.01	0.036	0.1	0.05	0.3099902	0.3099902	0.042	0.18	0.054	0.06	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2HAL2	xx																																																																																										
0.18	0.036	0.09	0.25	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0	0	0	0.06	0.3	0.15	0.15	0.15	0.09	0.09	0.054	0.1375	0.08	0.08	0.048	0.08	0.08	0.08	0.08	0.18	0.08	0.08	0.08	0.08	0.08	0.08	0.036	0.08	0.8	0.003	0	0	0	0	0	0	0.08	0.08	0.08	0	0	0	0	0	0	0	0.06	0.01	0.06	3.00E-06	0.01	0.01	0.036	0.03	0.04	0.3099902	0.3099902	0.042	0.18	0.054	0.06	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1PLA1	xx																																																																																										
0	0.08	0	0	0.1299239	0.1299239	0.1299239	0.1299239	0.1299239	0	0.1299239	0.1299239	0	0	0	0.2	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.18	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.06	0.24	0	0	0.2099902	0.042	0.06	0.12	0.06	0	0	0	0.05	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1PLA2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.3	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.03	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.06	0.24	0	0	0	0.042	0.06	0.12	0.06	0	0	0	0.05	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2PLA1	xx																																																																																										
0	0.08	0	0	0.05	0.05	0.05	0.05	0.05	0	0.05	0.05	0	0	0	0.06	0.3	0.12	0.12	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.18	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.06	0.24	0	0.3099902	0.3099902	0.042	0.06	0.12	0.06	0	0	0	0.1	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2PLA2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.3	0.15	0.15	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.18	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.06	0.24	0	0	0	0.042	0.06	0.12	0.06	0	0	0	0.05	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1FLA1	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.25	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.2	0.25	0	0	0	0.15	0.2	0.3	0.05	0	0	0	0.05	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY1FLA2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.25	0.05	0.05	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.2	0.25	0	0	0	0.15	0.2	0.3	0.05	0	0	0	0.05	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
pPREY2FLA1	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.25	0.12	0.12	0	0.09	0.09	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.2	0.25	0	0	0	0.15	0.2	0.3	0.05	0	0	0	0.1	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
pPREY2FLA2	xx																																																																																										
0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.25	0.15	0.15	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0.2	0.25	0	0	0	0.15	0.2	0.3	0.05	0	0	0	0.05	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
pPREY1BFT1	xx																																																																																										
0.05	0.1	0.15	0	0	0	0	0	0	0	0	0	0	0.075	0	0.1	0.1	0.08	0.05	0	0.061	0.061	0	0.15	0.15	0.15	0.15	0	0	0	0.15	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.225	0	0	0	0	0	0	0	0	0.15	0.15	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY1BFT2	xx																																																																																										
0.05	0.1	0.15	0	0	0	0	0	0	0	0	0	0	0.075	0	0.1	0.1	0.08	0.1	0	0.061	0.061	0	0.15	0.15	0.15	0.15	0	0	0	0.15	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0.15	0.15	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BFT1	xx																																																																																										
0.05	0.1	0.15	0	0	0	0	0	0	0	0	0	0.03	0.075	0.01	0.1	0.1	0.06	0.06	0	0.0475	0.0475	0	0.15	0.15	0.15	0.15	0	0	0	0.15	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0.15	0.15	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pPREY2BFT2	xx																																																																																										
